explicit_turn_num,explicit_speaker_id,explicit_text,assumption_turn_num,assumption_speaker_id,assumption_text,similarity,window,episode_key,prompt
1,SPEAKER_01,This is an episode of the Lead Radio Podcast.,2,SPEAKER_00,Consumer behavior shifts during emergencies are predictable through algorithmic analysis.,0.20632287859916687,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,This is an episode of the Lead Radio Podcast.,2,SPEAKER_00,Technological solutions are inherently superior to ad hoc human responses in crises.,0.19025856256484985,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,This is an episode of the Lead Radio Podcast.,2,SPEAKER_00,"AI’s ability to learn improves outcomes over time, making it indispensable.",0.18786311149597168,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,Colin Shearer is a pioneer and thought leader in advanced analytics.,2,SPEAKER_00,"Collaboration with tech partners (e.g., banks, telecoms) expands analytical power.",0.35886383056640625,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,Colin Shearer is a pioneer and thought leader in advanced analytics.,2,SPEAKER_00,Expertise in data science carries moral weight in public discourse.,0.2906290888786316,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,Colin Shearer is a pioneer and thought leader in advanced analytics.,2,SPEAKER_00,Organizational resilience is measured by technological agility.,0.23144981265068054,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,Colin Shearer has been active in advanced analytics for the past 25 years.,2,SPEAKER_00,"Collaboration with tech partners (e.g., banks, telecoms) expands analytical power.",0.3342052102088928,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,Colin Shearer has been active in advanced analytics for the past 25 years.,2,SPEAKER_00,Business survival depends on rapid adaptation using data-driven tools.,0.25503018498420715,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,Colin Shearer has been active in advanced analytics for the past 25 years.,2,SPEAKER_00,Expertise in data science carries moral weight in public discourse.,0.20288747549057007,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,Colin Shearer is a co-author of 'Make It All About Me'.,2,SPEAKER_00,Narratives grounded in personal professional experience foster credibility.,0.1851596236228943,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,Colin Shearer is a co-author of 'Make It All About Me'.,2,SPEAKER_00,Expertise in data science carries moral weight in public discourse.,0.10468598455190659,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,Colin Shearer is a co-author of 'Make It All About Me'.,2,SPEAKER_00,Future success hinges on preparing for a permanently altered 'new normal'.,0.1043832004070282,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,The book 'Make It All About Me' focuses on leveraging new channels and AI for marketing success.,2,SPEAKER_00,"AI’s ability to learn improves outcomes over time, making it indispensable.",0.39541518688201904,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,The book 'Make It All About Me' focuses on leveraging new channels and AI for marketing success.,2,SPEAKER_00,Narratives grounded in personal professional experience foster credibility.,0.2838015556335449,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,The book 'Make It All About Me' focuses on leveraging new channels and AI for marketing success.,2,SPEAKER_00,Business survival depends on rapid adaptation using data-driven tools.,0.2736414670944214,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,"Today’s topic is 'surviving and thriving in a changing world', specifically regarding AI and data-driven adaptation during the COVID crisis.",2,SPEAKER_00,Business survival depends on rapid adaptation using data-driven tools.,0.4730907082557678,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,"Today’s topic is 'surviving and thriving in a changing world', specifically regarding AI and data-driven adaptation during the COVID crisis.",2,SPEAKER_00,Technological solutions are inherently superior to ad hoc human responses in crises.,0.44645148515701294,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,"Today’s topic is 'surviving and thriving in a changing world', specifically regarding AI and data-driven adaptation during the COVID crisis.",2,SPEAKER_00,"AI’s ability to learn improves outcomes over time, making it indispensable.",0.41400399804115295,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,The host is introducing Colin Shearer as the guest speaker.,2,SPEAKER_00,Narratives grounded in personal professional experience foster credibility.,0.07940670102834702,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,The host is introducing Colin Shearer as the guest speaker.,2,SPEAKER_00,"Collaboration with tech partners (e.g., banks, telecoms) expands analytical power.",0.06804372370243073,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,The host is introducing Colin Shearer as the guest speaker.,2,SPEAKER_00,Expertise in data science carries moral weight in public discourse.,0.04879843443632126,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,The podcast segment is part of the 'Inside Knowledge' series.,2,SPEAKER_00,"AI’s ability to learn improves outcomes over time, making it indispensable.",0.25269800424575806,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,The podcast segment is part of the 'Inside Knowledge' series.,2,SPEAKER_00,Narratives grounded in personal professional experience foster credibility.,0.1815761774778366,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
1,SPEAKER_01,The podcast segment is part of the 'Inside Knowledge' series.,2,SPEAKER_00,Expertise in data science carries moral weight in public discourse.,0.1772807240486145,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
2,SPEAKER_00,People are overwhelmed by constant data updates during the pandemic.,1,SPEAKER_01,AI and data-driven strategies are perceived as essential for organizational survival.,0.2640596032142639,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
2,SPEAKER_00,People are overwhelmed by constant data updates during the pandemic.,1,SPEAKER_01,Audiences value authoritative voices when discussing complex topics like AI and crises.,0.25211769342422485,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt3
