explicit_turn_num,explicit_speaker_id,explicit_text,assumption_turn_num,assumption_speaker_id,assumption_text,similarity,window,episode_key,prompt
1,SPEAKER_01,Colin Shearer is a pioneer and thought leader in advanced analytics.,2,SPEAKER_00,Real-time behavioral data leads to better decision-making than static historical models.,0.24244682490825653,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt2
1,SPEAKER_01,Colin Shearer is a pioneer and thought leader in advanced analytics.,2,SPEAKER_00,External data integration enhances internal data’s predictive power in uncertain conditions.,0.21253588795661926,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt2
1,SPEAKER_01,Colin Shearer is a pioneer and thought leader in advanced analytics.,2,SPEAKER_00,Businesses can sustain competitive advantage by adapting operations using data and AI.,0.19608333706855774,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt2
1,SPEAKER_01,Colin Shearer has been active in advanced analytics for the past 25 years.,2,SPEAKER_00,Real-time behavioral data leads to better decision-making than static historical models.,0.2898748517036438,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt2
1,SPEAKER_01,Colin Shearer has been active in advanced analytics for the past 25 years.,2,SPEAKER_00,Businesses can sustain competitive advantage by adapting operations using data and AI.,0.1923736333847046,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt2
1,SPEAKER_01,Colin Shearer has been active in advanced analytics for the past 25 years.,2,SPEAKER_00,External data integration enhances internal data’s predictive power in uncertain conditions.,0.18604114651679993,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt2
1,SPEAKER_01,Colin Shearer is co-author of 'Make It All About Me'.,2,SPEAKER_00,Consumer behavior shifts during crises can be modeled and predicted effectively with AI.,0.08527839928865433,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt2
1,SPEAKER_01,Colin Shearer is co-author of 'Make It All About Me'.,2,SPEAKER_00,Organizations benefit from continuous improvement in customer targeting through adaptive AI systems.,0.08136606961488724,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt2
1,SPEAKER_01,Colin Shearer is co-author of 'Make It All About Me'.,2,SPEAKER_00,Public trust in digital health technologies enables widespread adoption of contact tracing apps.,0.07711516320705414,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt2
1,SPEAKER_01,The book 'Make It All About Me' focuses on leveraging new channels and AI for marketing success.,2,SPEAKER_00,Organizations benefit from continuous improvement in customer targeting through adaptive AI systems.,0.477006196975708,10,177_Surviving_and_thriving_in_a_changing_world_A_94335be5a4,prompt2
