analysis_subset,condition,base_condition,representation_budget,future_horizon,category,pair_count,accuracy,accuracy_ci95_low,accuracy_ci95_high,accuracy_ci_unstable,cluster_count,mean_order_consistency_rate,mean_order_consistency_rate_ci95_low,mean_order_consistency_rate_ci95_high,mean_order_consistency_rate_ci_unstable
full,raw_history_b256,raw_history,256,1,business,1506,0.8334578353253652,0.8222898472872658,0.8433111737902727,False,188,0.7370794599380256,0.7215308391960942,0.7534181484989719,False
full,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,1,business,1503,0.8305333776890662,0.818942619884922,0.8404505708943376,False,188,0.7341982701264138,0.7167014458490568,0.7493971363923149,False
full,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,1,business,1503,0.8127217786648926,0.8012549275190745,0.8235545152675393,False,188,0.701125526724329,0.6851065279568573,0.7165823059407238,False
full,raw_history_explicit_b256,raw_history_explicit,256,1,business,1503,0.8364382346418273,0.8256333836351442,0.8475953906189783,False,188,0.7476713240186295,0.7314749726994989,0.7626086131039189,False
full,raw_history_b256,raw_history,256,3,business,710,0.7174589201877934,0.7001350288228579,0.7343970356524964,False,112,0.6633215962441316,0.6445152087809952,0.6823720946712017,False
full,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,3,business,709,0.7161201222378937,0.6988733511663671,0.7318322149851373,False,112,0.6593206393982135,0.6407993415766368,0.6783736855495252,False
full,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,3,business,709,0.6981664315937941,0.6814735629749753,0.7165150764102858,False,112,0.6252938410907382,0.6064142486580256,0.6452276725060958,False
full,raw_history_explicit_b256,raw_history_explicit,256,3,business,709,0.7198812881993418,0.7021208440486435,0.7374499419544938,False,112,0.6807122708039492,0.6627125499087839,0.6983186760018215,False
full,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,1,business,1179,0.8154509471303364,0.8036796536796535,0.8263500436407364,False,142,0.7024314390726605,0.6838791234829621,0.7202048425444039,False
full,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,3,business,575,0.6972101449275363,0.6783752037227655,0.7146697278627653,False,98,0.627463768115942,0.6058529420911861,0.6488292387704523,False
full,raw_history_b256,raw_history,256,5,business,386,0.6582469775474957,0.6355636259688471,0.6829343231304884,False,74,0.6360103626943006,0.6160551900079825,0.6562217096100278,False
full,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,5,business,385,0.6536255411255413,0.6314535963423831,0.6768011166970904,False,74,0.6343073593073594,0.6153391364824076,0.6525031077348066,False
full,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,5,business,385,0.641991341991342,0.6207287466176444,0.6644123753051046,False,74,0.606060606060606,0.5823812384455097,0.6281030664813723,False
full,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,5,business,308,0.6473214285714286,0.6226619742198101,0.6701536673597699,False,64,0.5992965367965367,0.5694318709377902,0.6246945663345984,False
full,raw_history_explicit_b256,raw_history_explicit,256,5,business,385,0.6587662337662338,0.6340484205012878,0.6810856937049269,False,74,0.6590909090909091,0.6425029855312766,0.676479463313103,False
full,raw_history_b256,raw_history,256,1,commentary,1212,0.8586186743674367,0.8486300921734472,0.8699041374970251,False,170,0.7911509900990099,0.778729066985646,0.8033201209021521,False
full,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,1,commentary,1208,0.8573054635761589,0.8459987870114551,0.868660758490883,False,170,0.7980822295805738,0.7847728384518263,0.8113645725254035,False
full,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,1,commentary,1208,0.845215921633554,0.8344157060442228,0.8559923833697337,False,170,0.7713507174392936,0.7575184303165567,0.7858336905654985,False
full,raw_history_explicit_b256,raw_history_explicit,256,1,commentary,1207,0.8602250759458714,0.8497456273565144,0.8715108859027726,False,170,0.8009527754763878,0.7877826960574109,0.814867498643112,False
full,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,1,commentary,915,0.8396402550091076,0.827716087980656,0.852588778409091,False,121,0.7620673952641165,0.7480737223892666,0.7773302358910242,False
full,raw_history_b256,raw_history,256,3,commentary,528,0.7480271464646465,0.7304293056959892,0.7677297642029786,False,82,0.7012310606060606,0.683148006876646,0.7201205148281328,False
full,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,3,commentary,527,0.7468769765970904,0.7296092484497358,0.7655317414200207,False,82,0.7024826059456041,0.6823887319453459,0.7231580434136188,False
full,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,3,commentary,527,0.7354127134724858,0.7179139106154862,0.7544323007160026,False,82,0.67702403542062,0.6565827270587181,0.6994736261872456,False
full,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,3,commentary,407,0.7320843570843572,0.7135657336097946,0.7536381266975585,False,69,0.6863226863226864,0.6622332510131712,0.7108234139619465,False
full,raw_history_explicit_b256,raw_history_explicit,256,3,commentary,527,0.7489326375711574,0.7324193982235839,0.7671586492413116,False,82,0.7195604048070842,0.7027547193468443,0.7393061874890228,False
full,raw_history_b256,raw_history,256,5,commentary,289,0.6846164936562861,0.6629189460160029,0.7099169146825396,False,52,0.667964244521338,0.642911634017381,0.692033685397867,False
full,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,5,commentary,288,0.6825810185185185,0.6579036007785468,0.7076287516389981,False,52,0.6762152777777778,0.6534614363467411,0.698361474780973,False
full,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,5,commentary,288,0.6754195601851852,0.6512098726376553,0.6991150127226464,False,52,0.6462673611111112,0.6220599856321839,0.6691643827048174,False
full,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,5,commentary,218,0.6725917431192661,0.6457485490138212,0.7012551841940704,False,43,0.6586391437308867,0.6321056547619048,0.6823900571741855,False
full,raw_history_explicit_b256,raw_history_explicit,256,5,commentary,288,0.6843171296296297,0.6604870888828942,0.7089425977840074,False,52,0.6840277777777778,0.6595390633155861,0.7077978044614148,False
full,raw_history_b256,raw_history,256,1,news,548,0.8899026763990268,0.8760272327937054,0.9029988762421728,False,81,0.8354622871046229,0.8183649539610368,0.8523643904244419,False
full,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,1,news,546,0.8896901709401709,0.8766630970924197,0.9030570194629981,False,81,0.8346306471306472,0.8155548540965207,0.8531299333199727,False
full,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,1,news,546,0.879769536019536,0.8667673345935728,0.8931748812763193,False,81,0.8157051282051282,0.7944774249435594,0.8363860225140713,False
full,raw_history_explicit_b256,raw_history_explicit,256,1,news,546,0.893658424908425,0.880379150386364,0.9063869545244353,False,81,0.8411935286935287,0.8245592565329407,0.8595381375444613,False
full,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,1,news,391,0.8761722080136402,0.8612437769229364,0.8912758650923543,False,62,0.8081841432225064,0.786880397297808,0.8310781692689087,False
full,raw_history_b256,raw_history,256,3,news,245,0.7930272108843537,0.7712444112013859,0.8159068221090978,False,42,0.7493197278911565,0.7188146091770041,0.7775826149425287,False
full,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,3,news,244,0.7897882513661202,0.7683950971041654,0.8168357150819784,False,42,0.7513661202185792,0.7224606109808167,0.7816938450727512,False
full,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,3,news,244,0.7832137978142076,0.7606228470001669,0.8072341918695191,False,42,0.7320696721311477,0.7027497663272823,0.7636991164182474,False
full,raw_history_explicit_b256,raw_history_explicit,256,3,news,244,0.8007172131147541,0.7793465523097826,0.8233557311724433,False,42,0.7674180327868853,0.7414783540189125,0.7944396995607287,False
full,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,3,news,168,0.7896825396825397,0.7699016050424357,0.8149722311778433,False,34,0.742063492063492,0.7178876329921468,0.7740837045706233,False
full,raw_history_b256,raw_history,256,5,news,119,0.7342436974789918,0.7007044399117405,0.7787541307471265,False,26,0.7289915966386553,0.6939512045231072,0.7716666666666667,False
